iter	Logloss
113	0.4643091612
114	0.4628820453
115	0.4613151204
116	0.4597211567
117	0.458209331
118	0.4570654698
119	0.455566177
120	0.4541448494
121	0.4527869133
122	0.4512388966
123	0.4500704182
124	0.4488883759
125	0.4477116562
126	0.4465438334
127	0.4452091494
128	0.4438779969
129	0.4424406708
130	0.4408466835
131	0.4398162091
132	0.4384527235
133	0.437205405
134	0.4355813169
135	0.4344190619
136	0.4331287588
137	0.4317715461
138	0.4305706418
139	0.4290195785
140	0.4278393191
141	0.4262604733
142	0.4248595728
143	0.4235992831
144	0.4223008882
145	0.4214561644
146	0.4199622466
147	0.4184733495
148	0.4168141595
149	0.415091541
150	0.4140567304
151	0.4124538783
152	0.4110831868
153	0.4098646074
154	0.4087117358
155	0.4078668601
156	0.4069278274
157	0.4058335697
158	0.404743469
159	0.4034163111
160	0.4021802357
161	0.4008306472
162	0.4001297787
163	0.3982644817
164	0.3973191847
165	0.3965074064
166	0.3956110564
167	0.3942823554
168	0.3931232994
169	0.3915046627
170	0.3902756404
171	0.3892490128
172	0.388003395
173	0.3868871793
174	0.3862112006
175	0.3853463473
176	0.3842629973
177	0.382951089
178	0.3815756363
179	0.3803314672
180	0.3790799048
181	0.3781627167
182	0.3770507021
183	0.3760108227
184	0.3751053709
185	0.3738300743
186	0.3727003918
187	0.3714067354
188	0.3704417781
189	0.3697933463
190	0.3687325846
191	0.3677082456
192	0.366539634
193	0.365241478
194	0.3645962977
195	0.3634882661
196	0.3625492646
197	0.3613162151
198	0.3601525109
199	0.3590929378
200	0.3583882672
201	0.3568526641
202	0.3556392481
203	0.3544168121
204	0.3529602049
205	0.3519111026
206	0.3510463896
207	0.3501162803
208	0.34896421
209	0.3476337507
210	0.3468725537
211	0.3461727683
212	0.3452981513
213	0.3443615249
214	0.3433717004
215	0.3424756469
216	0.341653707
217	0.3405069334
218	0.3395410791
219	0.3386133304
220	0.3375410245
221	0.3372098342
222	0.3360682913
223	0.3353349821
224	0.3345297421
225	0.3333424508
226	0.3323921763
227	0.3316159191
228	0.3307133485
229	0.3297454316
230	0.3286304363
231	0.327783163
232	0.3268478215
233	0.3259874698
234	0.3248671822
235	0.3237197255
236	0.3228068962
237	0.3220826125
238	0.3213102231
239	0.3204298481
240	0.3193559173
241	0.318813187
242	0.3179288838
243	0.3171459936
244	0.316308837
245	0.3156120741
246	0.3146459715
247	0.3137432935
248	0.313080014
249	0.3121929568
250	0.3115570036
251	0.3108192716
252	0.3104211868
253	0.3097243643
254	0.3088595382
255	0.3077872275
256	0.3069748064
257	0.3063180521
258	0.3055864702
259	0.3048777929
260	0.3042722058
261	0.3033995354
262	0.3025073791
263	0.3017534191
264	0.3006879452
265	0.3000603813
266	0.2993352228
267	0.2983195791
268	0.2975752322
269	0.2967121454
270	0.2957846599
271	0.2949317691
272	0.2941530222
273	0.2936187841
274	0.2928972463
275	0.2920202231
276	0.2911132572
277	0.2900996141
278	0.2894052385
279	0.2889028896
280	0.2881277643
281	0.2874255027
282	0.2867459849
283	0.2858690713
284	0.2853539891
285	0.2848827344
286	0.2839799069
287	0.2834331773
288	0.2826408381
289	0.2816321436
290	0.2807046552
291	0.2799584438
292	0.2791774239
293	0.278208256
294	0.2775086246
295	0.2764050151
296	0.275816393
297	0.2751080649
298	0.274546038
299	0.2740884243
300	0.2733389723
301	0.2726033986
302	0.2719463329
303	0.2711453337
304	0.2702963448
305	0.2697698164
306	0.2690265594
307	0.2684142248
308	0.268010021
309	0.2674256659
310	0.2669935616
311	0.2660273424
312	0.2651415652
313	0.2642975418
314	0.2637179758
315	0.2631179251
316	0.2622090145
317	0.2613514575
318	0.2607409889
319	0.260196377
320	0.2596970482
321	0.2590733685
322	0.258372284
323	0.2576519965
324	0.2571784582
325	0.2565330341
326	0.2557519119
327	0.2549212174
328	0.254275065
329	0.2539097676
330	0.2534211785
331	0.253038925
332	0.2524196171
333	0.2516055095
334	0.2512332799
335	0.2506124925
336	0.2500918854
337	0.2495702618
338	0.2491378969
339	0.2484424412
340	0.2476637755
341	0.2471054802
342	0.2464522652
343	0.2458723161
344	0.2450964797
345	0.2444961155
346	0.2438958294
347	0.2433934248
348	0.2427602076
349	0.2420418051
350	0.2415132657
351	0.2408195419
352	0.2401871338
353	0.239344071
354	0.2388947563
355	0.2383111879
356	0.2379608253
357	0.2376274736
358	0.2371021588
359	0.2366512783
360	0.2361230406
361	0.235591892
362	0.2352353998
363	0.2347600763
364	0.2342594026
365	0.2335545526
366	0.2328556521
367	0.232265284
368	0.2317096243
369	0.2310055309
370	0.2305719434
371	0.2298655902
372	0.229115839
373	0.2288182087
374	0.2282324671
375	0.2277080623
376	0.227185643
377	0.2268006804
378	0.2263500717
379	0.2260058455
380	0.2254027066
381	0.2249631447
382	0.2245224952
383	0.2240173877
384	0.2234778077
385	0.2231420988
386	0.2227714975
387	0.2222596097
388	0.2217515899
389	0.2213114572
390	0.2206716982
391	0.2202424078
392	0.2197991898
393	0.2191375609
394	0.2184872942
395	0.2179369417
396	0.2176023537
397	0.2170351679
398	0.2167360838
399	0.2161628171
400	0.2156833345
401	0.2153141573
402	0.2149953895
403	0.2146154512
404	0.214312732
405	0.2139285276
406	0.2134705128
407	0.212994761
408	0.2125250207
409	0.2122395166
410	0.2119140868
411	0.2112953891
412	0.2107825909
413	0.2105070038
414	0.210073522
415	0.2097076896
416	0.2093979341
417	0.2088719164
418	0.2085595472
419	0.2079068009
420	0.2074495501
421	0.2070167262
422	0.2064880493
423	0.2061407556
424	0.2056928231
425	0.2048135993
426	0.2044178949
427	0.2040359157
428	0.2036616175
429	0.2032522626
430	0.2028985105
431	0.2022601885
432	0.2017337313
433	0.2013146916
434	0.2007445451
435	0.2002370121
436	0.1998296057
437	0.1994122924
438	0.1990974573
439	0.1986660671
440	0.1981733535
441	0.1975198005
442	0.1971345133
443	0.1964866861
444	0.1962289975
445	0.1959325916
446	0.1956349712
447	0.1952491969
448	0.1949250761
449	0.1945746577
450	0.1940514419
451	0.1936786808
452	0.1933964699
453	0.1930799334
454	0.192628899
455	0.1922524187
456	0.1919158561
457	0.1913784432
458	0.1906954272
459	0.1902796434
460	0.1898247536
461	0.1894607596
462	0.1888544391
463	0.188286378
464	0.187841552
465	0.1875867641
466	0.1870661623
467	0.1866924164
468	0.1864697055
469	0.1860476088
470	0.1854975269
471	0.1851025671
472	0.1846687707
473	0.1841959274
474	0.1837572936
475	0.1832738096
476	0.182743446
477	0.1823598871
478	0.1820481481
479	0.181619484
480	0.1812011407
481	0.1806705272
482	0.1806352053
483	0.1803457725
484	0.1797295689
485	0.1793680542
486	0.178986278
487	0.1785721635
488	0.1782301121
489	0.1778574462
490	0.1774497458
491	0.1772233137
492	0.1768600627
493	0.1763690559
494	0.1760347424
495	0.1757846567
496	0.1754488807
497	0.1749716813
498	0.1745189681
499	0.1742028392
500	0.1736959167
501	0.1733730614
502	0.1730814246
503	0.1727900799
504	0.1726161153
505	0.1722156576
506	0.1720540598
507	0.1716718073
508	0.1713580549
509	0.1709605227
510	0.1705816686
511	0.1702378694
512	0.169967807
513	0.1694662135
514	0.1688939654
515	0.1685345986
516	0.1682135839
517	0.1679734611
518	0.1676088915
519	0.1672689662
520	0.1670029585
521	0.1666684253
522	0.166406532
523	0.1661342051
524	0.1658413508
525	0.1654413668
526	0.1651166377
527	0.1646630385
528	0.1643140085
529	0.1640718124
530	0.163851153
531	0.1636255772
532	0.1632274404
533	0.1629398855
534	0.1626134597
535	0.1622632103
536	0.1619958832
537	0.1618329385
538	0.1614841028
539	0.1610820171
540	0.1607565474
541	0.1604965412
542	0.1601736592
543	0.1598818409
544	0.1596274978
545	0.1594107343
546	0.159107183
547	0.1588048937
548	0.1585776265
549	0.158327937
550	0.1579239713
551	0.1576379039
552	0.1571927914
553	0.1569686649
554	0.1567211617
555	0.1564967698
556	0.1561855546
557	0.1558970646
558	0.1556289338
559	0.1552786233
560	0.1549829067
561	0.1547196733
562	0.1543472132
563	0.1540291228
564	0.1538410141
565	0.1535242706
566	0.1531627407
567	0.1529648795
568	0.1527245839
569	0.152420322
570	0.1521576917
571	0.1519157269
572	0.1516941011
573	0.1514583475
574	0.1512641384
575	0.1510102024
576	0.1507351007
577	0.1504171141
578	0.1500400681
579	0.1497744538
580	0.1494752334
581	0.1493122074
582	0.1490279341
583	0.1487329512
584	0.1484200885
585	0.148214413
586	0.1478828294
587	0.1476100182
588	0.1472836423
589	0.1469772926
590	0.1467430826
591	0.1465615018
592	0.1463873233
593	0.1461387819
594	0.1457947661
595	0.1455454806
596	0.1454224523
597	0.1451748235
598	0.144952356
599	0.144660504
600	0.1443188855
601	0.1440987713
602	0.1439401968
603	0.1436329242
604	0.1433289277
605	0.1430653388
606	0.1428074057
607	0.1424638742
608	0.1422283726
609	0.1418381583
610	0.1416437328
611	0.141408987
612	0.141208833
613	0.1409146108
614	0.1406750659
615	0.14045943
616	0.1402915268
617	0.1399575306
618	0.1397122399
619	0.1395170109
620	0.1392813142
621	0.1391423696
622	0.1389478056
623	0.138617103
624	0.1383158836
625	0.1380542604
626	0.1378231201
627	0.1375007807
628	0.137311729
629	0.1370328113
630	0.1369177556
631	0.136708241
632	0.1364679017
633	0.1362082522
634	0.1359978179
635	0.1357204122
636	0.1354638422
637	0.135115617
638	0.1348648658
639	0.1347016674
640	0.1344888006
641	0.1342489242
642	0.1340639544
643	0.1338667329
644	0.1336211477
645	0.1333197425
646	0.1330216742
647	0.1328289862
648	0.1327232082
649	0.1325150336
650	0.1322942147
651	0.132103392
652	0.1318419035
653	0.1316636511
654	0.131488502
655	0.1311991643
656	0.1309194857
657	0.1306847348
658	0.1304549556
659	0.1302158357
660	0.1300278163
661	0.1298087048
662	0.1295971664
663	0.1293851714
664	0.129223796
665	0.1289150696
666	0.1286946063
667	0.1285302518
668	0.1283422467
669	0.1281626294
670	0.1280023787
671	0.1278249726
672	0.1275001793
673	0.1273517573
674	0.1271330733
675	0.1269071755
676	0.126762888
677	0.1265572051
678	0.1263514383
679	0.126093025
680	0.1258975311
681	0.1257067203
682	0.1254536483
683	0.1252087053
684	0.1250196956
685	0.1248346606
686	0.1245877662
687	0.1243709052
688	0.1241096473
689	0.1239204332
690	0.1237826333
691	0.1234653521
692	0.1232767785
693	0.1230404594
694	0.1227813119
695	0.1226167316
696	0.1223485894
697	0.1220699829
698	0.1219220359
699	0.1216621464
700	0.121493898
701	0.1212703045
702	0.1210927949
703	0.1209169939
704	0.1207548709
705	0.1206324048
706	0.1205253004
707	0.1202431007
708	0.1200323768
709	0.1198333964
710	0.1194388577
711	0.1193198535
712	0.1191717511
713	0.1189349257
714	0.1187322322
715	0.1184649019
716	0.1182445387
717	0.1180435406
718	0.1178565279
719	0.1175954963
720	0.117422242
721	0.1172329506
722	0.117055637
723	0.1168031873
724	0.1166401565
725	0.1163896187
726	0.116220114
727	0.1159736789
728	0.1157782101
729	0.1155728536
730	0.1154405422
731	0.1152658401
732	0.115030386
733	0.1148570166
734	0.1147783801
735	0.1145385443
736	0.1143748651
737	0.1141068818
738	0.1140043526
739	0.1138469532
740	0.1136750496
741	0.1135449631
742	0.113336489
743	0.1131787707
744	0.1130469406
745	0.1129115692
746	0.1127112135
747	0.1125728344
748	0.1124220667
749	0.1123217415
750	0.1121524922
751	0.1119784411
752	0.1118207854
753	0.1116604275
754	0.1115042865
755	0.1113209873
756	0.1111481815
757	0.1109402778
758	0.1108334084
759	0.1105983232
760	0.1104401417
761	0.1102361263
762	0.1100159031
763	0.1098424681
764	0.1096563827
765	0.1095054361
766	0.1093649363
767	0.1091692685
768	0.1089671406
769	0.1087729721
770	0.1086304508
771	0.1084664523
772	0.1082171197
773	0.1080729212
774	0.1078648832
775	0.1076706029
776	0.1075543106
777	0.1074061787
778	0.1072048677
779	0.1070427872
780	0.1069263481
781	0.1067452645
782	0.1065761513
783	0.1064302548
784	0.1062569401
785	0.1060627051
786	0.1059379671
787	0.1058061
788	0.1056541066
789	0.1053789561
790	0.1052572677
791	0.1051385979
792	0.1049868063
793	0.1048695651
794	0.1047105829
795	0.1045587313
796	0.1043862353
797	0.1041789165
798	0.1039790532
799	0.1038749849
800	0.1037618458
801	0.1035723245
802	0.1033895497
803	0.1032607845
804	0.1031610105
805	0.1029679177
806	0.1028324684
807	0.1026937341
808	0.1025143343
809	0.1023861819
810	0.102136692
811	0.102038045
812	0.1018844865
813	0.1017852907
814	0.1016378439
815	0.1015113207
816	0.1013875733
817	0.10127368
818	0.1010320714
819	0.1007852831
820	0.1006531292
821	0.1005017254
822	0.1002664175
823	0.1001399052
824	0.09997389057
825	0.09980457919
826	0.09969226481
827	0.09959081242
828	0.09946885098
829	0.09932397234
830	0.09921388959
831	0.09908057028
832	0.09898026912
833	0.09882823937
834	0.09861318076
835	0.09844366527
836	0.09827048344
837	0.09814106397
838	0.09804378726
839	0.09794181621
840	0.09778842504
841	0.097623757
842	0.0974939242
843	0.09733486278
844	0.09721440762
845	0.09708287603
846	0.09697113096
847	0.09684058147
848	0.09667153849
849	0.09655167132
850	0.09644946444
851	0.09629866769
852	0.09617805565
853	0.09606283236
854	0.09592336176
855	0.09578132629
856	0.09560801648
857	0.09554693674
858	0.09533796027
859	0.09514720714
860	0.09496501142
861	0.09486069698
862	0.09476616065
863	0.09464279538
864	0.09455665573
865	0.09441677108
866	0.09430599405
867	0.09418605166
868	0.09406987914
869	0.09394046129
870	0.09384782618
871	0.09370035372
872	0.09356772539
873	0.09346111497
874	0.0933515218
875	0.09317832452
876	0.09304824682
877	0.09291351268
878	0.09276524811
879	0.09264826757
880	0.09251394658
881	0.09238377322
882	0.09226765075
883	0.09212803102
884	0.09198915844
885	0.09182532114
886	0.09171589049
887	0.09155563956
888	0.0914563819
889	0.0912914305
890	0.09120488401
891	0.09103409135
892	0.09091112913
893	0.09082350159
894	0.09063992277
895	0.09049938223
896	0.09040773954
897	0.0901858118
898	0.09007398069
899	0.08997322276
900	0.08985108227
901	0.08964818668
902	0.0894773436
903	0.08932840482
904	0.08918953224
905	0.08910071946
906	0.08899396045
907	0.08888215608
908	0.08876730297
909	0.08864574531
910	0.08857061906
911	0.08847152304
912	0.08834558221
913	0.08824053076
914	0.08812684325
915	0.08796844493
916	0.08779998322
917	0.08766312963
918	0.08752732616
919	0.08744049499
920	0.0873086527
921	0.08719035556
922	0.08701747091
923	0.08685947919
924	0.08676611902
925	0.08663264999
926	0.08649526194
927	0.08633742121
928	0.0862069291
929	0.08613407582
930	0.08603081029
931	0.08590429012
932	0.0857812412
933	0.0856177507
934	0.08551872684
935	0.08540526129
936	0.08531880613
937	0.08523859877
938	0.08509776044
939	0.08492917616
940	0.08479835111
941	0.08467221969
942	0.08457852203
943	0.08446566009
944	0.08432284328
945	0.08418453857
946	0.08401380227
947	0.08380916949
948	0.0837077299
949	0.08362899036
950	0.08348916117
951	0.08332027994
952	0.08321784226
953	0.08310354357
954	0.08296804437
955	0.08286677007
956	0.08279544373
957	0.08266885356
958	0.082583959
959	0.08251159434
960	0.08240788989
961	0.08231718544
962	0.08221382612
963	0.08212188691
964	0.0819326781
965	0.0817805802
966	0.08158627134
967	0.08149336687
968	0.0813428068
969	0.08124062317
970	0.08113181867
971	0.0810419735
972	0.08093983572
973	0.08084990559
974	0.08070851766
975	0.08061894973
976	0.08050024966
977	0.08041077071
978	0.08032308813
979	0.08026528172
980	0.08013156429
981	0.07997566059
982	0.07987635595
983	0.07978656131
984	0.07969382844
985	0.07960536643
986	0.07950088334
987	0.07939165686
988	0.07931098678
989	0.0791746286
990	0.07908151094
991	0.07896369972
992	0.07885321903
993	0.07866576747
994	0.07852240213
995	0.07842952362
996	0.07826679452
997	0.07814165397
998	0.07805762248
999	0.07789565268
